"[-6.008547427545574, -4.84015680686117]","[-5.16229226042284, -4.893883484331234]","[-4.989775866000527, -4.903685755058685]","[-4.816239238273821, -4.91315855830812]","[-4.640815671035317, -4.939501695054697]","[-4.465368335492038, -4.948324076312512]","[-4.289827140300269, -4.939538970457864]","[-4.111741100804295, -4.964917131666976]","[-3.9336310937910683, -4.972676574514427]","[-3.754705021363279, -4.9800707982104]","[-3.5750001841377252, -4.987094689140145]","[-3.394554767473075, -4.993743351733334]","[-3.212188656095396, -5.0347585871972935]","[-3.0304575262321864, -5.040678680274342]","[-2.8481061327539137, -5.046207885524645]","[-2.665175774463516, -5.051342247207598]","[-2.4817084359460164, -5.056078071189858]","[-2.2985706216705926, -5.025511087054223]","[-2.114446438783042, -5.011936483262904]","[-1.9295039933786526, -5.015425486988011]","[-1.7441977037285963, -5.0185076425159245]","[-1.55881876186594, -5.003661135479073]","[-1.3728784040681083, -5.005916191763376]","[-1.1865455520515675, -5.025291804503732]","[-1.0003579778541976, -5.009190408605154]","[-0.8138697920147684, -5.01020713620335]","[-0.6272911994942783, -5.010809164654076]","[-0.25422366380763173, -5.080862058325749]","[-0.06747655734115038, -5.010124114824444]","[0.11975219539574683, -4.90360496037323]","[0.30747379277687487, -4.778630964308433]","[0.4957308243179293, -4.635017406310643]","[0.6843236819199454, -4.490421848261601]","[0.8734324437710552, -4.326967067932316]","[1.0619269094791497, -4.216491815876635]","[1.2510423120314365, -4.069344315522717]","[1.43884876869447, -3.993834461169899]","[1.6275064964299168, -3.8635980544465873]","[1.815249404649881, -3.769149424334449]","[2.000651990015659, -3.7651779616715686]","[2.185003128406918, -3.779025838960812]","[2.3676845544019685, -3.8286810058153]","[2.548435733390979, -3.9138460195975715]","[2.727531590734192, -4.016176292100988]","[2.90479308652212, -4.135409760394302]","[3.0800297713069833, -4.271243371581416]","[3.2558978958040248, -4.352812740458094]","[3.428231435809223, -4.486220211969339]","[3.5997855560472996, -4.600776788162578]","[3.7698110350795986, -4.7141056031800295]","[3.938271707048462, -4.82618655515309]","[4.106105289435725, -4.919866190787879]","[4.270365365145745, -5.046532645654856]","[5.114663421098196, -4.991171538730588]"
"[-6.130491215672728, -2.413520500358526]","[-5.268056897936534, -2.4415201621528095]","[-5.091586317782611, -2.4649706898043924]","[-4.914549466441426, -2.469949078511436]","[-4.736457760325905, -2.474752301713213]","[-4.557345378017184, -2.4793770505115122]","[-4.377247638968228, -2.4838201057913616]","[-4.19620097841425, -2.48807834405959]","[-4.014242919521268, -2.492148743200887]","[-3.8314120427900655, -2.4960283881319425]","[-3.647387818987526, -2.518296600795485]","[-3.4629509338366145, -2.5218115966594854]","[-3.277440691050959, -2.543750989607718]","[-3.0915650467657305, -2.546885295985597]","[-2.9047411520394752, -2.5684743328289485]","[-2.7178632709472583, -2.5525323007732736]","[-2.530126119258012, -2.5550407583580146]","[-2.3420767950584205, -2.5386155993999915]","[-2.153693029977905, -2.503191435107201]","[-1.964440081119522, -2.505017241097071]","[-1.7747969993263017, -2.5066302936893337]","[-1.5849404575238886, -2.4892391547372683]","[-1.394532772100683, -2.509213323863431]","[-1.2040088316504636, -2.5101813003047075]","[-1.013353076201868, -2.492121235401485]","[-0.8224651284955791, -2.4926512445473374]","[-0.6314802167529765, -2.492965082764572]","[-0.44044065333814075, -2.361158625479233]","[-0.24946413681135726, -2.530571606904302]","[-0.05848541616547143, -2.511422818255635]","[0.13230175370803549, -2.529671552993925]","[0.3229823927447471, -2.528893013300716]","[0.5134623317300675, -2.5278962169155235]","[0.70369250784388, -2.5266819386663486]","[0.8936241809543486, -2.5252511202333507]","[1.0832089953534174, -2.523604868128296]","[1.2723990403425867, -2.5217444513303064]","[1.4611469094948608, -2.5196712985877516]","[1.6491659667497645, -2.5360964394669097]","[1.8366060587136699, -2.5522698331700298]","[2.023421777862525, -2.5681888957882926]","[2.2101832508900703, -2.5465811191794625]","[2.3959900140448673, -2.543426291621493]","[2.5786024694362832, -2.6700763204064426]","[2.7661507070325313, -2.4993546550252814]","[2.950112181457494, -2.47709003801474]","[3.132876661942001, -2.473219323072825]","[3.3151779616715684, -2.4506519900156594]","[3.4961683398476495, -2.4464369042760965]","[3.6762054911111877, -2.4420399845351928]","[3.8552530711491055, -2.437464320108279]","[4.033275855217809, -2.4327130939955266]","[4.210239762970138, -2.42778957711618]","[4.390615744354113, -2.2577152128177533]","[5.253212474564633, -2.231691837873117]"
"[-6.158425678403872, -1.3187477738477444]","[-5.2923073529620694, -1.334200291856601]","[-5.1158301050611765, -1.3184008914100716]","[-4.937963591586375, -1.3210915791517306]","[-4.759026101719599, -1.323687756737393]","[-4.579052230354216, -1.3261876184053403]","[-4.398077741633559, -1.3285894070890971]","[-4.2161395435144335, -1.33089141763292]","[-4.033275659474906, -1.33309199996296]","[-3.8495251973828988, -1.335189562203311]","[-3.6653109279867397, -1.2994029413987709]","[-3.480239037203434, -1.2633911973293313]","[-3.2940317815543825, -1.2650709931328856]","[-3.107104000136659, -1.2666481434343215]","[-2.9193565294916834, -1.2871163377659354]","[-2.731131149273496, -1.2885050424766606]","[-2.5421962039007036, -1.3088168033534078]","[-2.352856235080753, -1.3100065537993122]","[-2.1629207690836463, -1.3301451782269653]","[-1.9726548343990287, -1.3311259244117293]","[-1.7819924078279055, -1.3319924078279055]","[-1.5909822331171952, -1.3327439529688248]","[-1.3996735052582885, -1.3333799720293142]","[-1.2081158081144359, -1.3338999661760327]","[-1.0163590508717473, -1.3343035266300487]","[-0.8244534035016248, -1.334590335557073]","[-0.6324492314278383, -1.3347601667615538]","[-0.24835974363911864, -1.353870292708775]","[-0.056374941128695844, -1.3536861780696068]","[0.1355063122896663, -1.3533834431613598]","[0.32723367703043754, -1.3529623266826134]","[0.5187570154620216, -1.3524231601994559]","[0.7100264571490866, -1.3517663674216627]","[0.9009924632803561, -1.350992463280356]","[1.091605890089221, -1.3501020528110566]","[1.2819236938263883, -1.3300408477451269]","[1.4718131744267642, -1.3098925616739636]","[1.661101298125921, -1.3086917549468378]","[1.8501144135179424, -1.2693577468791963]","[2.038145076345912, -1.2869715912134025]","[2.2256732331036155, -1.285465788145865]","[2.412520537585289, -1.2838547261595148]","[2.5984651243940435, -1.30105832411833]","[2.783618644522657, -1.3181026146294705]","[2.968143161791377, -1.316127145398896]","[3.1518170477508813, -1.3140487392057023]","[3.3346002413218883, -1.3118689115804054]","[3.5164537356926497, -1.3095892381503047]","[3.6973396119884665, -1.307211351624483]","[3.877221070126165, -1.3047369387148307]","[4.055798997432495, -1.3208267331350971]","[4.2335565562540465, -1.3181266954726958]","[4.41076613004707, -1.2781669094365615]","[5.276406183459478, -1.2633134414395306]"
"[-6.170273302937893, 0.009241152347234076]","[-5.302595040401876, 0.009349894104820568]","[-5.125508738206628, 0.009369756990394043]","[-4.947311422128195, 0.009388959127616272]","[-4.7680366502025935, 0.00940748725534334]","[-4.587719183869176, 0.009425328437059625]","[-4.406394965294806, 0.009442470084235812]","[-4.224101091799901, 0.009458899979448375]","[-4.04087578739058, 0.00947460629918359]","[-3.8567583714131124, 0.009489577636248223]","[-3.67178922435921, -0.009503803021708583]","[-3.4860097508632095, -0.009517271946279651]","[-3.299459876753797, -0.028589898428967857]","[-3.1121834013746263, -0.04770937995295029]","[-2.924231478987017, -0.047765086466930826]","[-2.7356442600598605, -0.047816825524264854]","[-2.5464676207440373, -0.04786455755123373]","[-2.3567531828359307, -0.00958167428560769]","[-2.166537773681699, 0.009589596501015079]","[-1.975873493905285, 0.028790065922741224]","[-1.7848128861816754, 0.009602970404184716]","[-1.5933979712555038, 0.0480419315653573]","[-1.401687795900176, 0.028839024118187142]","[-1.209725056612379, 0.028850318605533377]","[-1.0175609883512622, 0.04809838884332731]","[-0.82524907939981, 0.02886531379998538]","[-0.6328370167219349, 0.028869002640305504]","[-0.4403769143015935, 0.16359245687291055]","[-0.2479185845435513, 0.009622924545545176]","[-0.05551398262710627, 0.009621610179826677]","[0.13678638946344163, 0.009619449007597404]","[0.32893186196732066, 0.009616442740337294]","[0.5208719692921129, 0.009612593755367455]","[0.7125565159671703, 0.009607905090637772]","[0.9039356417699933, 0.00960238043808506]","[1.0949598858300171, -0.00959602413559017]","[1.2855802495198372, 0.00958884115756816]","[1.475748257950517, -0.009580837104231427]","[1.6654160198951378, -0.009572018189570757]","[1.8545302688571048, -0.047811831304089315]","[2.0430560097707224, -0.04775969367376863]","[2.230941909649105, -0.04770359269838266]","[2.4181429743804768, -0.04764357100299796]","[2.6045044940058837, -0.18079621615611155]","[2.7903232947812793, -0.0095024143541973]","[2.975206180404729, 0.028464317288681953]","[3.1592360372310955, 0.028419181395520438]","[3.3423698044638415, 0.028371843923669635]","[3.524568270883717, 0.028322339222449294]","[3.7057933238705143, 0.028270702883472887]","[3.886000678332251, 0.04702820692334327]","[4.065176415532016, 0.028161183464856646]","[4.243263987076222, 0.028103377168121092]","[4.420018536992695, 0.19629633258511825]","[5.287053755189001, 0.19400664872619808]"
"[-6.16092256405997, 1.1717078604775706]","[-5.294475356349975, 1.185449653673308]","[-5.117403408837373, 1.2066032860521463]","[-4.939723367782368, 1.1903859451114003]","[-4.760490774741391, 1.2114451196985607]","[-4.580461037692579, 1.2137345646067033]","[-4.399429687690377, 1.215934199790116]","[-4.2174336634486504, 1.2180424626187365]","[-4.034511021011507, 1.220057840924761]","[-3.850700902587104, 1.2219788758599899]","[-3.665682660785318, 1.2616100114585465]","[-3.4798877520355225, 1.3012370596516194]","[-3.293701205591678, 1.302966773130635]","[-3.1067943812986396, 1.304590789383203]","[-2.9193565294916834, 1.2871163377659354]","[-2.731131149273496, 1.2885050424766606]","[-2.542441607790854, 1.2707522092976415]","[-2.3530798364003997, 1.271907629353031]","[-2.1633240197896564, 1.253885176494106]","[-1.9730138222469353, 1.2548101302789216]","[-1.7823068533734285, 1.2556273222440226]","[-1.5912518907361104, 1.2563361150120205]","[-1.3998981636761754, 1.2569359539553433]","[-1.2082952908644204, 1.2574263683954314]","[-1.0164604117873983, 1.2769361825037964]","[-0.8245421465887636, 1.2580774667468724]","[-0.6324924817504884, 1.2582376373323148]","[-0.2482880415141493, 1.2390877449845117]","[-0.056235008390423835, 1.2389191199423248]","[0.13571436520289276, 1.2386418542815274]","[0.3275096861139745, 1.2382561667741077]","[0.5191007635035303, 1.2377623613064892]","[0.71043767420229, 1.2371608262156646]","[0.9014708272519332, 1.236452033443258]","[1.0921510274363453, 1.2356365375111091]","[1.2823313541642234, 1.2537867811906809]","[1.4720389640364333, 1.2717969264519682]","[1.6612259911992793, 1.2896629358004643]","[1.8498452451436507, 1.307380906990374]","[2.038145076345912, 1.2869715912134025]","[2.2256732331036155, 1.285465788145865]","[2.412520537585289, 1.2838547261595148]","[2.5988184663167098, 1.2632176200003813]","[2.7843661669913136, 1.2425277650318536]","[2.968930973621681, 1.2406647023391695]","[3.1526445719065643, 1.2387045640938583]","[3.3354668768317395, 1.236648780211865]","[3.517358858808887, 1.2344988373015777]","[3.698052015327386, 1.2509998141463545]","[3.8779615603022215, 1.248630992451617]","[4.057079090421391, 1.2274997106968861]","[4.23513518016648, 1.2063521721386745]","[4.411309878003451, 1.2409869746150843]","[5.277031961720394, 1.2265624008193436]"
"[-6.121682848795767, 2.666332324716588]","[-5.260411915145171, 2.697167374387754]","[-5.084694393279782, 2.7027977323535395]","[-4.9078936660248536, 2.708240202115308]","[-4.731573683552912, 2.6584934636439654]","[-4.555037331880578, 2.571492633865965]","[-4.376810953957262, 2.502287648464413]","[-4.198645678976508, 2.3769607939374846]","[-4.018441853635863, 2.28794556842616]","[-3.835754799008537, 2.2728883191115803]","[-3.651866991034409, 2.276253524599683]","[-3.4668727372168715, 2.2981193578172405]","[-3.280260538281142, 2.375904331466778]","[-3.09334514354644, 2.4349093257757533]","[-2.9053059225217766, 2.531145487696194]","[-2.7173367385549447, 2.5898867348347276]","[-2.5291515327711567, 2.6297944044639743]","[-2.340288500600221, 2.6881992244716706]","[-2.151274348978907, 2.727741553949421]","[-1.962099471344426, 2.7484072152109373]","[-1.772581569343987, 2.768857817835254]","[-1.5827692581679556, 2.7890873331362265]","[-1.392950001112855, 2.7717015184226352]","[-1.2027443525640962, 2.7727671721031895]","[-1.012272862970368, 2.7923042178019966]","[-0.8217506344450589, 2.7928957921128776]","[-0.6311319986654328, 2.7932460846827265]","[-0.44047628041761133, 2.9428293509580965]","[-0.24977791860009801, 2.7745059851129272]","[-0.05919198998034403, 2.792847486238029]","[0.13139126300111864, 2.7735222546446803]","[0.3217744946767153, 2.772671332727459]","[0.5119579647456749, 2.7715818588216967]","[0.7017477980036795, 2.788943015000645]","[0.8915306004938788, 2.7686908137852395]","[1.0808231181133496, 2.766891474353943]","[1.2697226993957638, 2.7648580415699846]","[1.4581821529993244, 2.7625920722527524]","[1.646415152825328, 2.741465969079275]","[1.8341589574464583, 2.720139505340803]","[2.0210655945207936, 2.717225385545854]","[2.2073490077444875, 2.7140895559525555]","[2.392965302783877, 2.7107343584683488]","[2.5803874670510782, 2.5772454159032536]","[2.761241452315975, 2.7403849343810815]","[2.944142121930563, 2.754802331650013]","[3.126605290562249, 2.7505127300124386]","[3.3077341671655915, 2.7644179035258096]","[3.4883934606056197, 2.7596818785716337]","[3.6681050064150122, 2.7547414442005187]","[3.8468326344266845, 2.749600058906447]","[4.024541283735644, 2.7442612862827755]","[4.201197027399572, 2.7387287885885705]","[4.371381859377996, 2.8965307523710417]","[5.231067492012256, 2.8634043880834716]"
"[-6.0799312214619485, 3.6289863608454245]","[-5.224185971348165, 3.670327943290786]","[-5.049647510981163, 3.677874462688345]","[-4.874049372427887, 3.685168475153919]","[-4.697423902265949, 3.69220509151223]","[-4.5198045619613625, 3.6989795449261593]","[-4.3412259060001155, 3.7054871992697995]","[-4.161723557406533, 3.711723557406533]","[-3.9813341806562494, 3.7176842693452334]","[-3.800095452002121, 3.723365140247482]","[-3.6164592416495744, 3.7829380320592256]","[-3.433221957885764, 3.8061797393714922]","[-3.2497891908061414, 3.8110842831374563]","[-3.065668585162763, 3.8156885812230983]","[-2.881316132606059, 3.8018649950017527]","[-2.695916239504254, 3.805841326356581]","[-2.5103073956151913, 3.791341919785032]","[-2.323801755401982, 3.7946839569195916]","[-2.1368257343066444, 3.797713804053507]","[-1.9494249151898158, 3.8004291875565768]","[-1.7618689115804054, 3.7846002413218884]","[-1.573725465179795, 3.7866715255218297]","[-1.3852967806400318, 3.788424333703562]","[-1.1966302474978288, 3.7898573322358144]","[-1.00767820986584, 3.809225738575144]","[-0.8187746412187822, 3.791759772531581]","[-0.6296816145709039, 3.7922277601543395]","[-0.440560901690471, 3.9927385849307613]","[-0.25150858578819224, 3.8469526468669413]","[-0.06252021173061495, 3.8464457030643833]","[0.126468836033456, 3.8273750589106497]","[0.3152441207265468, 3.826220603632734]","[0.5038246668689002, 3.8247424760584616]","[0.6919662748509161, 3.8411592881348997]","[0.8799826936673223, 3.8390280590255332]","[1.0679233174181646, 3.81837853139352]","[1.255252121331312, 3.8156193875092894]","[1.4421517629689486, 3.812544597026986]","[1.6289303508787418, 3.7909906398377062]","[1.815249404649881, 3.769149424334449]","[2.000651990015659, 3.7651779616715686]","[2.185446521271547, 3.7609041104266567]","[2.369590110756867, 3.756331011340543]","[2.556496382050594, 3.6246545166778183]","[2.734690858601562, 3.7824040989256087]","[2.916009190330798, 3.794918948655498]","[3.0970510929449393, 3.7891070730409195]","[3.276616401167399, 3.800962863036076]","[3.4558899308613737, 3.794558151359387]","[3.6342384013701725, 3.7878764312027235]","[3.811626367259059, 3.7809223084792953]","[3.9880194500401105, 3.773700530283587]","[4.1633843623392375, 3.7662159764406153]","[4.330466890050491, 3.9179642265864865]","[5.183939913519167, 3.8739007134825827]"
"[-6.007395875137221, 4.8571101267354395]","[-5.161294238721491, 4.911002279669224]","[-4.98881052747752, 4.920834660050778]","[-4.815307211226551, 4.930336537105561]","[-4.640815671035317, 4.939501695054697]","[-4.465368335492038, 4.948324076312512]","[-4.288998659522415, 4.956797791889323]","[-4.111741100804295, 4.964917131666976]","[-3.9336310937910683, 4.972676574514427]","[-3.754705021363279, 4.9800707982104]","[-3.575682851390386, 4.969743530676751]","[-3.3951997326219274, 4.97637196201636]","[-3.214619573399411, 4.965219768948105]","[-3.032733858411328, 4.971068394146535]","[-2.8507522559603653, 4.959082845323534]","[-2.667138163512606, 4.981603321365144]","[-2.4835116751413215, 4.986282052743787]","[-2.298980695934011, 5.008043191499659]","[-2.1140767172700805, 5.029416223704546]","[-1.9288447991673188, 5.050394502816691]","[-1.7436203644224424, 5.0534953804416265]","[-1.5578286476413645, 5.073669016508771]","[-1.3722607231715547, 5.058460330122769]","[-1.1862160920345484, 5.060320733857718]","[-0.9998654531546374, 5.0792656265979215]","[-0.8135440267342358, 5.080294732568166]","[-0.6271324361657347, 5.0809040900171265]","[-0.2540481929084841, 5.010767638483049]","[-0.06747655734115038, 5.010124114824444]","[0.11900004317823926, 5.009065953880566]","[0.30533539932093573, 5.007593943646204]","[0.4914834768371363, 5.00570917882715]","[0.677398473162963, 5.003413058582736]","[0.8627434324639001, 5.018217802113774]","[1.0480153462399227, 5.01509485480322]","[1.2321702876135212, 5.046510862840563]","[1.4161639302814615, 5.059996726385057]","[1.599160267917927, 5.0904479053707785]","[1.7804815958419262, 5.155096468398145]","[1.9614684162187677, 5.201749878663472]","[2.1410205694250153, 5.265027562781793]","[2.3196024157832333, 5.327574082187682]","[2.497866979258362, 5.37228094350823]","[2.6759141339139907, 5.399306231305984]","[2.8553919400892527, 5.37469548153017]","[3.0365997490202528, 5.29853347685755]","[3.216436323933024, 5.23907235315118]","[3.3982171676305537, 5.1279093373889335]","[3.5785802075651834, 5.033441483828608]","[3.758308379034464, 4.938600505548036]","[3.934570442521375, 4.895040182191223]","[4.108039587244524, 4.885563389920778]","[4.279486610029365, 4.892885379665697]","[5.125180829456136, 4.83900558305452]"
